,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,,,
,Jmag (1.22u),Hmag (1.63u),Kmag (2.19u),3.4u,4.6u,5.8u,8u,12u,22u,24u,,J (1.22u),H (1.63u),K (2.19u),3.6u flux,4.5u flux,5.8u flux,9u flux,12u flux,18u flux,25u flux,60u flux,65u flux,90u flux,100u flux,140u flux,160u flux,8.28u,12.13u,14.65,21.34,,,class
,12.357,11.437,11.151,,,,,,,,,,,,0.0115,0.00688,0.00547,0.00395,,,0.0021345,,,,,,,,,,,,,Post- AGB
,12.26,11.276,10.992,,,,,,,,,,,,0.015,0.00969,0.00734,0.00557,,,0.0024395,,,,,,,,,,,,,Post- AGB
,12.198,11.272,10.907,,,,,,,,,,,,0.0144,0.00832,0.00663,0.00561,,,0.0037325,,,,,,,,,,,,,Post- AGB
,12.421,11.451,11.169,,,,,,,,,,,,0.0122,0.00857,0.00674,0.0052,,,0.0025655,,,,,,,,,,,,,Post- AGB
,12.826,11.844,11.61,,,,,,,,,,,,0.00868,0.00515,0.00394,0.00296,,,0.001189,,,,,,,,,,,,,Post- AGB
,14.601,13.769,13.169,,,,,,,,,,,,,0.00153,0.00206,0.0102,,,0.022925,,0.2612,,,,,,,,,,,Post- AGB
,13.22,12.372,12.12,,,,,,,,,,,,0.00546,0.00345,0.00257,0.00292,,,0.0014105,,,,,,,,,,,,,Post- AGB
,12.178,11.257,10.935,,,,,,,,,,,,0.0153,0.00923,0.00721,0.00515,,,0.002364,,,,,,,,,,,,,Post- AGB
,12.296,11.401,11.002,,,,,,,,,,,,0.0164,0.00888,0.00736,0.0058,,,0.0041785,,,,,,,,,,,,,Post- AGB
,14.209,13.336,12.89,,,,,,,,,,,,,,0.00169,0.00228,,,0.003048,,0.175,,,,,,,,,,,Post- AGB
,17.432,15.209,13.203,,,,,,,,,,,,0.0192,0.0343,0.0512,0.0713,,,0.28825,,,,,,,,,,,,,Post- AGB
,14.036,13.291,13.043,,,,,,,,,,,,0.00287,0.00244,0.00286,0.00507,,,0.0051255,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00454,0.00521,0.00635,0.00671,,,0.0037065,,,,,,,,,,,,,Post- AGB
,12.727,11.841,11.583,,,,,,,,,,,,0.0111,0.00813,0.00674,0.00821,,,0.0041845,,,,,,,,,,,,,Post- AGB
,13.48,12.711,12.514,,,,,,,,,,,,0.00389,0.00351,0.00483,0.0101,,,0.02532,,,,,,,,,,,,,Post- AGB
,12.354,11.402,11.065,,,,,,,,,,,,0.0119,0.00694,0.00504,0.00386,,,0.00182,,,,,,,,,,,,,Post- AGB
,10.781,9.925,9.455,,,,,,,,,,,,0.0917,0.0583,0.0448,0.0303,,,0.01238,,,,,,,,,,,,,Post- AGB
,12.739,11.666,11.418,,,,,,,,,,,,0.00968,0.0056,0.00426,0.00388,,,0.002259,,,,,,,,,,,,,Post- AGB
,12.493,11.499,11.123,,,,,,,,,,,,0.00761,0.00768,0.00616,0.00444,,,0.0020445,,,,,,,,,,,,,Post- AGB
,15.747,14.622,13.549,,,,,,,,,,,,0.00641,0.00751,0.0139,0.0278,,,0.28795,,,,,,,,,,,,,Post- AGB
,15.581,14.821,14.146,,,,,,,,,,,,0.00244,0.0044,0.00728,0.0123,,,0.07597,,0.1243,,,,,,,,,,,Post- AGB
,,,14.419,,,,,,,,,,,,0.000457,0.000293,0.000222,0.000367,,,0.021735,,0.147,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00286,0.00693,0.0311,,,0.095135,,2.25,,,,,,,,,,,Post- AGB
,13.236,12.306,12.011,,,,,,,,,,,,0.0109,0.0129,0.0152,0.0184,,,0.013145,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00105,0.00147,0.00338,,,0.008631,,0.1288,,,,,,,,,,,Post- AGB
,14.955,13.994,13.043,,,,,,,,,,,,0.00659,0.00809,0.00936,0.0149,,,0.0506,,,,,,,,,,,,,Post- AGB
,12.761,11.839,11.507,,,,,,,,,,,,0.00911,0.00672,0.00492,0.00395,,,0.001846,,,,,,,,,,,,,Post- AGB
,16.392,15.961,15.542,,,,,,,,,,,,,0.00056,0.00441,0.0109,,,0.057075,,,,,,,,,,,,,Post- AGB
,12.539,11.571,11.319,,,,,,,,,,,,0.012,0.00704,0.0055,0.0042,,,0.0023285,,,,,,,,,,,,,Post- AGB
,12.204,11.265,10.867,,,,,,,,,,,,0.0158,0.0106,0.00834,0.00674,,,0.0040595,,,,,,,,,,,,,Post- AGB
,,16.04,15.037,,,,,,,,,,,,,0.00152,0.00601,0.0174,,,0.2348,,,,,,,,,,,,,Post- AGB
,14.865,14.046,13.352,,,,,,,,,,,,0.00176,0.00148,0.00216,0.0138,,,0.030605,,0.4525,,,,,,,,,,,Post- AGB
,15.638,14.936,14.072,,,,,,,,,,,,0.00294,0.00369,0.00474,0.00714,,,0.023705,,,,,,,,,,,,,Post- AGB
,12.425,11.439,11.171,,,,,,,,,,,,0.011,0.0072,0.00513,0.00367,,,0.0016725,,,,,,,,,,,,,Post- AGB
,12.157,11.254,10.886,,,,,,,,,,,,0.0159,0.011,0.00851,0.00702,,,0.0028925,,,,,,,,,,,,,Post- AGB
,12.118,11.182,10.869,,,,,,,,,,,,0.0151,0.00918,0.00685,0.00464,,,0.001874,,,,,,,,,,,,,Post- AGB
,12.242,11.342,10.97,,,,,,,,,,,,0.0146,0.00854,0.00673,0.006,,,0.005064,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0193,0.0116,0.00909,0.00722,,,0.0046995,,,,,,,,,,,,,Post- AGB
,12.972,12.057,11.743,,,,,,,,,,,,0.00699,0.00394,0.00289,0.00193,,,0.0009695,,,,,,,,,,,,,Post- AGB
,11.987,11.1,10.801,,,,,,,,,,,,0.0173,0.00962,0.00746,0.0049,,,0.002318,,,,,,,,,,,,,Post- AGB
,13.03,12.109,11.848,,,,,,,,,,,,0.00647,0.00408,0.00301,0.00297,,,0.0016705,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000628,0.000392,0.00319,0.00785,,,0.03481,,,,,,,,,,,,,Post- AGB
,,11.597,,,,,,,,,,,,,0.0095,0.00531,0.00425,0.00306,,,0.001563,,,,,,,,,,,,,Post- AGB
,16.73,16.189,14.942,,,,,,,,,,,,0.00145,0.00173,0.00189,0.00252,,,0.013665,,,,,,,,,,,,,Post- AGB
,13.732,13.426,13.191,,,,,,,,,,,,0.00313,0.00291,0.00265,0.00245,,,0.007589,,,,,,,,,,,,,Post- AGB
,12.42,11.469,11.164,,,,,,,,,,,,0.0113,0.00794,0.00618,0.0049,,,0.0025065,,,,,,,,,,,,,Post- AGB
,12.373,11.412,11.122,,,,,,,,,,,,0.0118,0.0073,0.00545,0.00548,,,0.003422,,,,,,,,,,,,,Post- AGB
,,,14.116,,,,,,,,,,,,0.00852,0.0132,0.0173,0.0257,,,0.02828,,,,,,,,,,,,,Post- AGB
,14.234,13.352,13.106,,,,,,,,,,,,0.00172,0.000995,0.000708,0.000384,,,0.000939,,,,,,,,,,,,,Post- AGB
,12.118,11.209,10.872,,,,,,,,,,,,0.0154,0.00948,0.007,0.00507,,,0.002564,,,,,,,,,,,,,Post- AGB
,13.934,13.906,13.942,,,,,,,,,,,,0.000585,0.000348,0.000233,0.000163,,,0.008584,,,,,,,,,,,,,Post- AGB
,14.181,13.288,12.967,,,,,,,,,,,,0.00408,0.00426,0.0044,0.00437,,,0.002364,,,,,,,,,,,,,Post- AGB
,15.033,12.664,10.82,,,,,,,,,,,,0.105,0.133,0.153,0.165,,,0.1229,,,,,,,,,,,,,Post- AGB
,16.694,14.093,11.987,,,,,,,,,,,,0.0429,0.0745,0.0876,0.0953,,,0.047295,,,,,,,,,,,,,Post- AGB
,12.311,11.365,11.018,,,,,,,,,,,,0.0145,0.00936,0.00671,0.00514,,,0.002434,,,,,,,,,,,,,Post- AGB
,15.195,15.191,15.309,,,,,,,,,,,,0.00023,0.00016,0.000102,0.000136,,,0.010765,,,,,,,,,,,,,Post- AGB
,12.634,11.679,11.385,,,,,,,,,,,,0.00889,0.00508,0.00391,0.00306,,,0.001763,,,,,,,,,,,,,Post- AGB
,13.356,12.602,12.419,,,,,,,,,,,,0.00403,0.0027,0.00192,0.00157,,,0.000727,,,,,,,,,,,,,Post- AGB
,12.523,11.567,11.294,,,,,,,,,,,,0.0101,0.00645,0.0045,0.00314,,,0.0012965,,,,,,,,,,,,,Post- AGB
,13.447,13.395,13.364,,,,,,,,,,,,0.00137,0.000912,0.000947,0.00148,,,0.002821,,,,,,,,,,,,,Post- AGB
,14.421,13.911,13.23,,,,,,,,,,,,0.00715,0.00865,0.0265,0.0741,,,1.8475,,12.73,,,,,,,,,,,Post- AGB
,14.166,12.58,11.101,,,,,,,,,,,,0.0647,0.0827,0.102,0.134,,,0.4118,,1.704,,,,,,,,,,,Post- AGB
,12.624,11.484,10.942,,,,,,,,,,,,0.0238,0.0165,0.0127,0.012,,,0.0054475,,,,,,,,,,,,,Post- AGB
,15.229,14.464,13.779,,,,,,,,,,,,0.00147,0.0016,0.00251,0.0118,,,0.047445,,0.517,,,,,,,,,,,Post- AGB
,15.907,15.31,14.78,,,,,,,,,,,,,0.00154,0.00967,0.0354,,,0.8358,,,,,,,,,,,,,Post- AGB
,14.781,13.577,12.603,,,,,,,,,,,,0.00981,0.0121,0.0151,0.0218,,,0.21525,,,,,,,,,,,,,Post- AGB
,12.47,11.519,11.217,,,,,,,,,,,,0.0114,0.00759,0.00565,0.00419,,,0.0018385,,,,,,,,,,,,,Post- AGB
,12.37,11.393,11.092,,,,,,,,,,,,0.0134,0.00929,0.00754,0.00564,,,0.0030575,,,,,,,,,,,,,Post- AGB
,13.37,12.367,12.05,,,,,,,,,,,,0.00478,0.00294,0.00213,0.00205,,,0.001232,,,,,,,,,,,,,Post- AGB
,13.137,12.175,11.902,,,,,,,,,,,,0.00596,0.00417,0.00316,0.00343,,,0.002091,,,,,,,,,,,,,Post- AGB
,12.286,11.423,11.067,,,,,,,,,,,,0.0139,0.00924,0.00743,0.006865,,,0.0037395,,,,,,,,,,,,,Post- AGB
,12.23,11.278,,,,,,,,,,,,,0.016,0.0102,0.00802,0.00633,,,0.0035605,,,,,,,,,,,,,Post- AGB
,12.181,11.23,10.915,,,,,,,,,,,,0.0148,0.00952,0.00734,0.00509,,,0.0022815,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000202,,,0.000249,,,0.001855,,,,,,,,,,,,,Post- AGB
,12.647,11.671,11.358,,,,,,,,,,,,0.00928,0.00494,0.00401,0.00354,,,0.001932,,,,,,,,,,,,,Post- AGB
,12.508,11.543,11.212,,,,,,,,,,,,0.0111,0.00814,0.00607,0.00486,,,0.0025865,,,,,,,,,,,,,Post- AGB
,12.35,11.37,11.029,,,,,,,,,,,,0.0141,0.00927,0.00731,0.00583,,,0.002995,,,,,,,,,,,,,Post- AGB
,16.677,15.949,15.027,,,,,,,,,,,,0.00134,0.00252,0.00498,0.0091,,,0.055525,,,,,,,,,,,,,Post- AGB
,13.846,12.971,12.859,,,,,,,,,,,,0.00239,0.00143,0.00106,0.000716,,,0.001227,,,,,,,,,,,,,Post- AGB
,10.364,9.433,9.064,,,,,,,,,,,,0.085,0.0486,0.0408,0.0264,,,0.01209,,,,,,,,,,,,,Post- AGB
,11.869,10.969,10.64,,,,,,,,,,,,0.019,0.0112,0.00852,0.0071,,,0.004814,,,,,,,,,,,,,Post- AGB
,12.468,11.505,11.219,,,,,,,,,,,,0.0117,0.00795,0.00619,0.00481,,,0.002285,,,,,,,,,,,,,Post- AGB
,12.169,11.267,10.922,,,,,,,,,,,,0.015,0.00904,0.00679,0.00506,,,0.002573,,,,,,,,,,,,,Post- AGB
,15.854,15.819,,,,,,,,,,,,,0.000224,0.000198,,0.000599,,,0.008279,,,,,,,,,,,,,Post- AGB
,12.228,11.428,10.945,,,,,,,,,,,,0.0132,0.0112,0.00767,0.00668,,,0.0037855,,,,,,,,,,,,,Post- AGB
,14.838,14.515,14.011,,,,,,,,,,,,0.00473,0.00731,0.0101,0.014,,,0.0089325,,,,,,,,,,,,,Post- AGB
,12.603,11.626,11.354,,,,,,,,,,,,0.01,0.00756,0.00562,0.00417,,,0.0018135,,,,,,,,,,,,,Post- AGB
,14.023,13.122,12.928,,,,,,,,,,,,0.00236,0.00272,0.00765,0.0375,,,0.4047,,,,,,,,,,,,,Post- AGB
,15.25,14.537,13.897,,,,,,,,,,,,0.00179,0.00225,0.00328,0.00632,,,0.021655,,0.09049,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000162,0.000128,,0.000271,,,0.042895,,,,,,,,,,,,,Post- AGB
,16.221,,15.558,,,,,,,,,,,,0.000892,0.000664,0.00368,0.0104,,,0.083295,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00824,0.00978,0.00972,0.0104,,,0.006532,,,,,,,,,,,,,Post- AGB
,12.318,11.388,11.09,,,,,,,,,,,,0.0118,0.00721,0.00522,0.00396,,,0.001673,,,,,,,,,,,,,Post- AGB
,12.319,11.354,11.039,,,,,,,,,,,,0.013,0.00753,0.00577,0.00375,,,0.0018605,,,,,,,,,,,,,Post- AGB
,11.159,10.931,10.881,,,,,,,,,,,,0.0141,0.00848,0.0058,0.0035,,,0.0016535,,,,,,,,,,,,,Post- AGB
,12.242,11.407,11.03,,,,,,,,,,,,0.0217,0.0194,0.0191,0.0205,,,0.008508,,,,,,,,,,,,,Post- AGB
,15.541,15.528,15.517,,,,,,,,,,,,0.000199,0.000145,0.000104,0.000254,,,0.0013195,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.0014,0.00912,0.0257,,,0.14595,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000498,0.000319,0.000341,0.00247,,,0.0037595,,,,,,,,,,,,,Post- AGB
,14.656,14.219,13.989,,,,,,,,,,,,0.00234,0.00438,0.0195,0.0874,,,0.3094,,,,,,,,,,,,,Post- AGB
,15.498,15.492,15.715,,,,,,,,,,,,0.000179,0.000129,0.000104,0.000177,,,0.001133,,,,,,,,,,,,,Post- AGB
,13.538,13.174,12.658,,,,,,,,,,,,0.0136,0.0158,0.0171,0.0217,,,0.01457,,,,,,,,,,,,,Post- AGB
,10.373,9.508,8.927,,,,,,,,,,,,0.0752,0.0559,0.0558,0.0588,,,0.03397,,,,,,,,,,,,,Post- AGB
,12.765,11.828,11.534,,,,,,,,,,,,0.00814,0.00467,0.00353,0.00251,,,0.00137,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000295,0.00206,0.0147,0.0862,,,0.33025,,,,,,,,,,,,,Post- AGB
,13.152,12.713,12.568,,,,,,,,,,,,0.00316,0.00287,0.00507,0.0242,,,0.14785,,,,,,,,,,,,,Post- AGB
,13.071,12.166,11.95,,,,,,,,,,,,0.00544,0.00289,0.00211,0.00122,,,0.0009515,,,,,,,,,,,,,Post- AGB
,10.458,9.616,9.306,,,,,,,,,,,,0.0636,0.0333,0.027,0.0183,,,0.01076,,,,,,,,,,,,,Post- AGB
,12.521,11.566,11.272,,,,,,,,,,,,0.0104,0.00646,0.00444,0.0031,,,0.0012855,,,,,,,,,,,,,Post- AGB
,13.4,12.538,12.304,,,,,,,,,,,,0.00377,0.00237,0.00168,0.00122,,,0.0014815,,,,,,,,,,,,,Post- AGB
,12.356,11.42,11.067,,,,,,,,,,,,0.0137,0.00891,0.00687,0.00598,,,0.007424,,,,,,,,,,,,,Post- AGB
,12.38,11.47,11.149,,,,,,,,,,,,0.0126,0.00835,0.00674,0.00508,,,0.0022515,,,,,,,,,,,,,Post- AGB
,13.652,13.048,12.9,,,,,,,,,,,,0.0022,0.00133,0.000904,0.000493,,,0.0034675,,,,,,,,,,,,,Post- AGB
,12.657,12.122,11.863,,,,,,,,,,,,0.00767,0.00636,0.00428,0.00345,,,0.0042525,,,,,,,,,,,,,Post- AGB
,,15.551,14.379,,,,,,,,,,,,0.00574,0.0118,0.027,0.0576,,,0.4279,,,,,,,,,,,,,Post- AGB
,15.907,15.046,14.354,,,,,,,,,,,,0.00471,0.0036,0.0225,0.0615,,,0.8374,,9.785,,,,,,,,,,,Post- AGB
,13.002,12.267,12.11,,,,,,,,,,,,0.00614,0.00604,0.00715,0.0136,,,0.014615,,,,,,,,,,,,,Post- AGB
,14.13,14.19,14.318,,,,,,,,,,,,0.000502,0.000295,0.000196,0.000155,,,0.0069635,,,,,,,,,,,,,Post- AGB
,13.932,13.06,12.915,,,,,,,,,,,,0.00225,0.0014,0.00108,0.00105,,,0.0023005,,,,,,,,,,,,,Post- AGB
,12.343,11.4,11.088,,,,,,,,,,,,0.0132,0.00866,0.00705,0.00547,,,0.003049,,,,,,,,,,,,,Post- AGB
,15.214,14.929,14.923,,,,,,,,,,,,0.000455,0.000362,0.00036,0.00048,,,0.0033065,,,,,,,,,,,,,Post- AGB
,12.466,11.441,11.075,,,,,,,,,,,,0.0132,0.00878,0.00675,0.00476,,,0.001924,,,,,,,,,,,,,Post- AGB
,17.546,15.708,13.929,,,,,,,,,,,,0.00875,0.0123,0.0163,0.0214,,,0.027285,,,,,,,,,,,,,Post- AGB
,13.301,12.107,11.603,,,,,,,,,,,,0.00915,0.00571,0.00509,0.00656,,,0.0059395,,,,,,,,,,,,,Post- AGB
,10.666,9.737,9.344,,,,,,,,,,,,0.0665,0.0389,0.0298,0.0201,,,0.010009,,,,,,,,,,,,,Post- AGB
,13.904,13.108,12.704,,,,,,,,,,,,0.00759,0.00845,0.0094,0.0101,,,0.004932,,,,,,,,,,,,,Post- AGB
,12.814,11.889,11.635,,,,,,,,,,,,0.00746,0.00437,0.00348,0.00255,,,0.00104,,,,,,,,,,,,,Post- AGB
,12.275,11.314,10.978,,,,,,,,,,,,0.0136,0.00827,0.00646,0.00489,,,0.002266,,,,,,,,,,,,,Post- AGB
,12.496,11.521,11.256,,,,,,,,,,,,0.0108,0.00636,0.00514,0.00437,,,0.0023845,,,,,,,,,,,,,Post- AGB
,15.598,15.685,14.857,,,,,,,,,,,,0.00166,0.00282,0.00681,0.0222,,,0.31105,,,,,,,,,,,,,Post- AGB
,13.497,13.018,12.852,,,,,,,,,,,,0.00305,0.00302,0.0075,0.0348,,,0.24885,,,,,,,,,,,,,Post- AGB
,12.281,11.342,10.971,,,,,,,,,,,,0.0157,0.00868,0.00726,0.00507,,,0.002925,,,,,,,,,,,,,Post- AGB
,15.948,16.034,16.283,,,,,,,,,,,,0.000112,0.000088,,0.000129,,,0.0058675,,,,,,,,,,,,,Post- AGB
,13.993,13.77,13.698,,,,,,,,,,,,0.00102,0.000673,0.000536,0.000334,,,0.001072,,,,,,,,,,,,,Post- AGB
,12.397,11.473,11.187,,,,,,,,,,,,0.0115,0.00703,0.00517,0.00465,,,0.002393,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0026,0.00343,0.00642,0.018,,,0.1303,,,,,,,,,,,,,Post- AGB
,14.939,14.115,13.018,,,,,,,,,,,,0.00777,0.00969,0.0106,0.0168,,,0.054005,,,,,,,,,,,,,Post- AGB
,12.547,11.545,11.299,,,,,,,,,,,,0.0103,0.00602,0.00464,0.00322,,,0.001598,,,,,,,,,,,,,Post- AGB
,12.74,11.809,11.466,,,,,,,,,,,,0.0152,0.0147,0.0146,0.0218,,,0.014705,,,,,,,,,,,,,Post- AGB
,12.817,11.7,11.324,,,,,,,,,,,,0.0104,0.00724,0.00585,0.00454,,,0.00284,,,,,,,,,,,,,Post- AGB
,12.373,11.408,11.086,,,,,,,,,,,,0.0136,0.00911,0.00698,0.00516,,,0.002582,,,,,,,,,,,,,Post- AGB
,12.098,11.161,10.817,,,,,,,,,,,,0.0164,0.00944,0.0079,0.00657,,,0.0037365,,,,,,,,,,,,,Post- AGB
,12.422,11.463,11.124,,,,,,,,,,,,0.0113,0.00722,0.00538,0.00373,,,0.00196,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00115,0.00165,0.0034,0.00887,,,0.04123,,,,,,,,,,,,,Post- AGB
,15.63,14.937,13.803,,,,,,,,,,,,,0.0131,0.0182,0.0265,,,0.25855,,,,,,,,,,,,,Post- AGB
,12.769,11.728,11.402,,,,,,,,,,,,0.00909,0.00598,0.00462,0.00398,,,0.0022735,,,,,,,,,,,,,Post- AGB
,15.533,15.541,15.541,,,,,,,,,,,,0.000202,0.000151,0.000157,0.000253,,,0.00173,,,,,,,,,,,,,Post- AGB
,13.134,12.977,12.815,,,,,,,,,,,,0.0027,0.00204,0.00166,0.00135,,,0.033385,,,,,,,,,,,,,Post- AGB
,12.39,11.505,11.229,,,,,,,,,,,,0.0109,0.00649,0.0046,0.00331,,,0.0029945,,,,,,,,,,,,,Post- AGB
,16.47,15.789,14.6,,,,,,,,,,,,0.00182,0.00236,0.00378,0.0101,,,0.048655,,,,,,,,,,,,,Post- AGB
,12.715,11.786,11.403,,,,,,,,,,,,0.0113,0.00641,0.00477,0.00315,,,0.0023465,,,,,,,,,,,,,Post- AGB
,12.289,11.369,11.085,,,,,,,,,,,,0.0127,0.00835,0.00655,0.00595,,,0.0036655,,,,,,,,,,,,,Post- AGB
,12.408,11.478,11.193,,,,,,,,,,,,0.0119,0.00842,0.00634,0.00466,,,0.001897,,,,,,,,,,,,,Post- AGB
,12.719,11.824,11.428,,,,,,,,,,,,0.00957,0.00702,0.00572,0.00435,,,0.0018395,,,,,,,,,,,,,Post- AGB
,10.66,9.753,9.387,,,,,,,,,,,,0.0603,0.0371,0.0298,0.0197,,,0.008376,,,,,,,,,,,,,Post- AGB
,12.977,12.572,12.385,,,,,,,,,,,,0.00252,0.00202,0.00344,0.017,,,0.11785,,0.04664,,,,,,,,,,,Post- AGB
,12.703,11.792,11.52,,,,,,,,,,,,0.00827,0.00577,0.00501,0.00791,,,0.005001,,,,,,,,,,,,,Post- AGB
,16.898,16.145,15.449,,,,,,,,,,,,,0.00133,,0.0243,,,0.22595,,,,,,,,,,,,,Post- AGB
,15.319,14.53,13.722,,,,,,,,,,,,0.00373,0.00441,0.00497,0.00629,,,0.006169,,,,,,,,,,,,,Post- AGB
,16.439,16.18,15.085,,,,,,,,,,,,0.00141,0.00184,0.00234,0.0047,,,0.049255,,,,,,,,,,,,,Post- AGB
,15.968,15.605,14.269,,,,,,,,,,,,0.00569,0.00949,0.0247,0.0705,,,0.34355,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00104,0.00185,0.00633,0.021,,,0.13555,,,,,,,,,,,,,Post- AGB
,12.129,11.196,10.777,,,,,,,,,,,,0.0183,0.0122,0.00926,0.00734,,,0.004907,,,,,,,,,,,,,Post- AGB
,11.718,10.809,10.52,,,,,,,,,,,,0.0229,0.0131,0.0104,0.0111,,,0.0077905,,,,,,,,,,,,,Post- AGB
,14.553,14.664,14.787,,,,,,,,,,,,0.000362,0.000218,0.000143,0.000081,,,0.0042285,,,,,,,,,,,,,Post- AGB
,16.885,17.002,,,,,,,,,,,,,0.000069,0.000066,,0.000202,,,0.0015685,,,,,,,,,,,,,Post- AGB
,12.301,11.4,11.005,,,,,,,,,,,,0.0125,0.00741,0.00558,0.00373,,,0.0018895,,,,,,,,,,,,,Post- AGB
,17,16.326,16.043,,,,,,,,,,,,0.000621,0.000492,0.00299,0.0068,,,0.04511,,0.3072,,,,,,,,,,,Post- AGB
,12.346,11.391,11.075,,,,,,,,,,,,0.0115,0.00761,0.00558,0.00441,,,0.0024155,,,,,,,,,,,,,Post- AGB
,12.193,11.263,10.969,,,,,,,,,,,,0.0144,0.00953,0.00741,0.00522,,,0.0021415,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000064,0.000075,0.000191,0.000469,,,0.002956,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000075,0.000074,0.000114,0.000318,,,0.0030365,,,,,,,,,,,,,Post- AGB
,13.655,13.157,12.471,,,,,,,,,,,,0.0127,0.0151,0.0155,0.018,,,0.013665,,,,,,,,,,,,,Post- AGB
,16.877,15.922,14.986,,,,,,,,,,,,,,0.0112,0.0322,,,1.5235,,11.52,,,,,,,,,,,Post- AGB
,14.614,14.712,14.788,,,,,,,,,,,,0.000338,0.000215,0.000135,0.000092,,,0.000721,,,,,,,,,,,,,Post- AGB
,11.593,10.706,10.275,,,,,,,,,,,,0.053,0.0554,0.058,0.0561,,,0.02954,,,,,,,,,,,,,Post- AGB
,,15.952,,,,,,,,,,,,,0.000538,0.000935,0.000855,0.00265,,,0.06455,,,,,,,,,,,,,Post- AGB
,16.713,15.648,14.658,,,,,,,,,,,,,0.00232,0.0121,0.0329,,,0.618,,4.128,,,,,,,,,,,Post- AGB
,15.13,15.239,15.241,,,,,,,,,,,,0.000239,0.000126,0.000103,0.00015,,,0.008987,,,,,,,,,,,,,Post- AGB
,12.494,11.565,11.26,,,,,,,,,,,,0.011,0.00722,0.00588,0.00417,,,0.0018415,,,,,,,,,,,,,Post- AGB
,16.22,16.485,15.809,,,,,,,,,,,,0.000382,0.000519,0.000497,0.00143,,,0.07138,,0.08386,,,,,,,,,,,Post- AGB
,13.674,12.91,12.728,,,,,,,,,,,,,0.00143,0.00104,0.000616,,,0.0010895,,,,,,,,,,,,,Post- AGB
,15.504,15.549,15.624,,,,,,,,,,,,0.000175,0.000122,0.000133,0.000335,,,0.01369,,,,,,,,,,,,,Post- AGB
,15.983,15.338,14.337,,,,,,,,,,,,0.0038,0.00415,0.00617,0.019,,,0.05327,,,,,,,,,,,,,Post- AGB
,12.104,11.184,10.823,,,,,,,,,,,,0.0167,0.0102,0.0083,0.00689,,,0.0044265,,,,,,,,,,,,,Post- AGB
,14.328,13.602,13.265,,,,,,,,,,,,0.00329,0.00363,0.00426,0.00469,,,0.0027995,,,,,,,,,,,,,Post- AGB
,16.181,15.694,15.373,,,,,,,,,,,,0.000829,0.000557,0.00441,0.0103,,,0.03195,,,,,,,,,,,,,Post- AGB
,13.454,12.742,12.499,,,,,,,,,,,,0.00581,0.0061,0.00624,0.00662,,,0.00332,,,,,,,,,,,,,Post- AGB
,14.277,13.363,13.047,,,,,,,,,,,,0.00339,0.00398,0.00512,0.00794,,,0.006039,,,,,,,,,,,,,Post- AGB
,14.617,14.3,13.889,,,,,,,,,,,,,0.00252,0.0128,0.0324,,,0.6964,,,,,,,,,,,,,Post- AGB
,15.444,14.821,14.344,,,,,,,,,,,,,,0.000698,0.00185,,,0.04161,,,,,,,,,,,,,Post- AGB
,13.362,12.819,11.893,,,,,,,,,,,,0.0322,0.0457,0.059,0.0682,,,0.029425,,,,,,,,,,,,,Post- AGB
,14.352,13.772,13.601,,,,,,,,,,,,0.00347,0.00484,0.00689,0.00986,,,0.0095005,,,,,,,,,,,,,Post- AGB
,16.432,16.138,,,,,,,,,,,,,0.000679,0.000423,0.00341,0.00861,,,0.02713,,,,,,,,,,,,,Post- AGB
,13.944,13.305,12.9,,,,,,,,,,,,0.00553,0.00648,0.00742,0.00882,,,0.006994,,,,,,,,,,,,,Post- AGB
,14.744,13.27,12.36,,,,,,,,,,,,0.00825,0.00958,0.0111,0.0148,,,0.0104,,,,,,,,,,,,,Post- AGB
,12.636,11.671,11.442,,,,,,,,,,,,0.0087,0.00534,0.00382,0.00324,,,0.0015615,,,,,,,,,,,,,Post- AGB
,13.506,13.3,13.21,,,,,,,,,,,,0.00155,0.00113,0.000813,0.00184,,,0.0010655,,,,,,,,,,,,,Post- AGB
