,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,,,
,Jmag (1.22u),Hmag (1.63u),Kmag (2.19u),3.4u,4.6u,5.8u,8u,12u,22u,24u,,J (1.22u),H (1.63u),K (2.19u),3.6u flux,4.5u flux,5.8u flux,9u flux,12u flux,18u flux,25u flux,60u flux,65u flux,90u flux,100u flux,140u flux,160u flux,8.28u,12.13u,14.65,21.34,,,class
,15.299,14.195,13.635,,,,,,,,,,,,,,,,1.96,,8.44,4.24,,,23,,,,,,,,,Post- AGB
,9.281,8.889,8.691,,,,,,,,,,,,,,,,3.56,,23.9,14.6,,,21.7,,,,,,,,,Post- AGB
,7.616,7.186,6.918,,,,,,,,,,,,,,,,5.32,,11,5.65,,,2.09,,,,,,,,,Post- AGB
,8.977,8.844,8.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,,,12.5,,29.8,12.5,,,12.6,,,,,,,,,Post- AGB
,12.898,12.958,13.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,7.875,7.443,6.759,,,,,,,,,,,,,,,,5.92,,3.59,1.1,,,1.55,,,,,,,,,Post- AGB
,6.941,6.38,5.338,,,,,,,,,,,,,,,,32.5,,33.2,7.99,,,2.41,,,,,,,,,Post- AGB
,8.326,8.146,8.045,,,,,,,,,,,,,,,,1.03,,20.6,7.57,,,2.52,,,,,,,,,Post- AGB
,11.003,10.425,9.96,,,,,,,,,,,,,,,,0.641,,0.543,0.972,,,8.17,,,,,,,,,Post- AGB
,8.723,8.039,7.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,12.525,10.754,9.15,,,,,,,,,,,,,,,,2.53,,8.98,7.43,,,16.2,,,,,,,,,Post- AGB
,11.126,9.148,7.313,,,,,,,,,,,,,,,,7.85,,5.75,9.22,,,5.94,,,,,,,,,Post- AGB
,5.251,4.856,4.715,,,,,,,,,,,,,,,,1.24,,1.59,0.549,,,1,,,,,,,,,Post- AGB
,8.602,8.406,8.243,,,,,,,,,,,,,,,,1.02,,0.357,1.08,,,11.8,,,,,,,,,Post- AGB
,10.177,9.424,7.805,,,,,,,,,,,,,,,,36.1,,48.8,13,,,3.31,,,,,,,,,Post- AGB
,6.514,6.173,6.007,,,,,,,,,,,,,,,,0.312,,2.11,7.6,,,5.33,,,,,,,,,Post- AGB
,12.18,11.974,11.563,,,,,,,,,,,,,,,,0.913,,0.928,0.5,,,2.27,,,,,,,,,Post- AGB
,9.546,7.999,7.068,,,,,,,,,,,,,,,,6.06,,150,111,,,203,,,,,,,,,Post- AGB
,9.943,9.768,9.62,,,,,,,,,,,,,,,,0.756,,35.9,35.4,,,11.7,,,,,,,,,Post- AGB
,10.254,9.402,8.822,,,,,,,,,,,,,,,,1.88,,6.04,3.3,,,22.5,,,,,,,,,Post- AGB
,10.302,8.733,7.505,,,,,,,,,,,,,,,,38.8,,121,86.1,,,73.6,,,,,,,,,Post- AGB
,9.698,9.481,9.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,13.176,11.307,10.732,,,,,,,,,,,,,,,,21.9,,337,395,,,186,,,,,,,,,Post- AGB
,14.5,13.956,13.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,8.031,7.493,7.312,,,,,,,,,,,,,,,,0.139,,0.0772,0.212,,,1.66,,,,,,,,,Post- AGB
,13.427,13.493,13.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,12.473,12.539,12.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.883,10.05,9.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,7.269,6.844,6.412,,,,,,,,,,,,,,,,3.26,,1.27,0.4,,,1,,,,,,,,,Post- AGB
,9.38,9.125,8.887,,,,,,,,,,,,,,,,4.04,,109,70.7,,,20.6,,,,,,,,,Post- AGB
,7.092,6.578,5.931,,,,,,,,,,,,,,,,13.2,,10.3,4.11,,,2.12,,,,,,,,,Post- AGB
,13.437,12.073,11.179,,,,,,,,,,,,,,,,2.82,,13.2,5.68,,,72.7,,,,,,,,,Post- AGB
,13.766,13.773,13.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.106,10.161,10.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,12.684,12.579,12.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,8.899,8.594,8.323,,,,,,,,,,,,,,,,6.59,,63.7,30.5,,,13.6,,,,,,,,,Post- AGB
,11.066,9.068,7.348,,,,,,,,,,,,,,,,7.67,,35.6,35.9,,,150,,,,,,,,,Post- AGB
,11.011,10.313,9.867,,,,,,,,,,,,,,,,1.43,,51.8,43.4,,,26.9,,,,,,,,,Post- AGB
,7.18,7.058,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.636,9.818,9.133,,,,,,,,,,,,,,,,14.6,,33.3,13.6,,,2.91,,,,,,,,,Post- AGB
,6.106,5.695,4.875,,,,,,,,,,,,,,,,23,,7.82,1.51,,,1.03,,,,,,,,,Post- AGB
,6.68,6.524,6.408,,,,,,,,,,,,,,,,0.25,,4.29,3.61,,,7.98,,,,,,,,,Post- AGB
,11.034,8.837,6.973,,,,,,,,,,,,,,,,87.1,,243,274,,,401,,,,,,,,,Post- AGB
,15.037,11.664,8.756,,,,,,,,,,,,,,,,38,,56.2,42.5,,,118,,,,,,,,,Post- AGB
,9.002,8.873,8.709,,,,,,,,,,,,,,,,0.356,,11,12.3,,,4.83,,,,,,,,,Post- AGB
,8.684,8.457,8.171,,,,,,,,,,,,,,,,0.93,,0.404,0.427,,,3.14,,,,,,,,,Post- AGB
,7.19,6.235,4.967,,,,,,,,,,,,,,,,48.8,,42.1,15.5,,,278,,,,,,,,,Post- AGB
,7.074,6.369,6.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,8.348,7.678,7.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,13.38,11.534,9.859,,,,,,,,,,,,,,,,9.99,,70,49.6,,,283,,,,,,,,,Post- AGB
,10.428,10.356,10.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.641,9.921,9.66,,,,,,,,,,,,,,,,5.7,,22.1,19.4,,,398,,,,,,,,,Post- AGB
,8.889,8.788,8.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,6.259,5.616,5.407,,,,,,,,,,,,,,,,0.627,,0.418,0.4,,,1,,,,,,,,,Post- AGB
,12.813,12.927,12.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,9.905,9.405,8.87,,,,,,,,,,,,,,,,1.23,,0.964,0.4,,,1.03,,,,,,,,,Post- AGB
,7.759,6.127,5.144,,,,,,,,,,,,,,,,10.4,,185,500,,,255,,,,,,,,,Post- AGB
,12.399,10.16,8.305,,,,,,,,,,,,,,,,3.45,,1.75,5.74,,,67.5,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,,,4.73,,19.5,17.4,,,88.9,,,,,,,,,Post- AGB
,8.66,6.605,5.49,,,,,,,,,,,,,,,,43,,268,163,,,265,,,,,,,,,Post- AGB
,7.367,6.535,6.169,,,,,,,,,,,,,,,,0.371,,0.927,0.4,,,2.92,,,,,,,,,Post- AGB
,9.219,9.202,9.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,7.029,6.543,6.293,,,,,,,,,,,,,,,,0.435,,0.252,0.441,,,13.9,,,,,,,,,Post- AGB
,7.622,7.05,6.523,,,,,,,,,,,,,,,,8.05,,9.67,4.49,,,43.3,,,,,,,,,Post- AGB
,9.881,9.002,8.26,,,,,,,,,,,,,,,,44.9,,298,131,,,34.4,,,,,,,,,Post- AGB
,9.793,9.543,9.203,,,,,,,,,,,,,,,,18.3,,151,58.7,,,17.8,,,,,,,,,Post- AGB
,11.608,10.589,9.569,,,,,,,,,,,,,,,,16.2,,200,290,,,139,,,,,,,,,Post- AGB
,9.797,9.496,9.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,11.05,11.022,11.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,12.737,10.573,9.17,,,,,,,,,,,,,,,,7.44,,86.4,65.8,,,260,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,,,42.7,,128,107,,,36.9,,,,,,,,,Post- AGB
,8.035,7.358,6.462,,,,,,,,,,,,,,,,10.8,,8.77,3.69,,,5.41,,,,,,,,,Post- AGB
,9.002,8.51,7.812,,,,,,,,,,,,,,,,4.29,,3.34,0.823,,,14.6,,,,,,,,,Post- AGB
,10.423,9.592,8.371,,,,,,,,,,,,,,,,17,,13.4,3.67,,,32.1,,,,,,,,,Post- AGB
,8.707,8.449,7.915,,,,,,,,,,,,,,,,1.54,,0.707,0.4,,,1.54,,,,,,,,,Post- AGB
,10.055,10.061,10.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,14.04,13.039,12.319,,,,,,,,,,,,,,,,1.48,,12.5,10.5,,,83.7,,,,,,,,,Post- AGB
,4.635,3.021,2.407,,,,,,,,,,,,,,,,1240,,1150,663,,,592,,,,,,,,,Post- AGB
,11.234,10.375,9.716,,,,,,,,,,,,,,,,3.36,,44.7,38.2,,,97.7,,,,,,,,,Post- AGB
,9.615,9.163,9.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,16.594,15.945,15.125,,,,,,,,,,,,,,,,2.46,,10.5,9.58,,,17,,,,,,,,,Post- AGB
,6.462,5.53,5.169,,,,,,,,,,,,,,,,0.688,,0.328,0.587,,,16.8,,,,,,,,,Post- AGB
,8.582,8.025,7.736,,,,,,,,,,,,,,,,4.3,,41.2,30.1,,,7.68,,,,,,,,,Post- AGB
,11.596,10.713,9.347,,,,,,,,,,,,,,,,9.17,,32.4,16.4,,,4.18,,,,,,,,,Post- AGB
,11.099,10.219,9.391,,,,,,,,,,,,,,,,57.9,,322,268,,,82.4,,,,,,,,,Post- AGB
,10.06,9.608,9.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,9.923,9.255,9.058,,,,,,,,,,,,,,,,0.254,,0.264,1.31,,,12.4,,,,,,,,,Post- AGB
,9.975,8.906,8.316,,,,,,,,,,,,,,,,4.01,,62.4,51.2,,,17.3,,,,,,,,,Post- AGB
,15.823,14.537,13.365,,,,,,,,,,,,,,,,2.13,,11.1,7.82,,,20.9,,,,,,,,,Post- AGB
,8.382,7.939,7.505,,,,,,,,,,,,,,,,2.31,,0.767,1.03,,,3.02,,,,,,,,,Post- AGB
,10.706,10.227,10.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.588,10.701,10.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.484,9.528,9.018,,,,,,,,,,,,,,,,2.88,,13.2,10,,,238,,,,,,,,,Post- AGB
,14.849,14.507,14.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.755,10.229,10.017,,,,,,,,,,,,,,,,2.03,,1.54,0.45,,,3.59,,,,,,,,,Post- AGB
,7.707,6.953,6.204,,,,,,,,,,,,,,,,7.81,,2.53,0.82,,,5.82,,,,,,,,,Post- AGB
,9.37,8.603,8.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,6.864,6.179,5.485,,,,,,,,,,,,,,,,17.6,,11.4,2.95,,,46.8,,,,,,,,,Post- AGB
,11.592,11.422,11.078,,,,,,,,,,,,,,,,0.258,,2.94,1.82,,,25.6,,,,,,,,,Post- AGB
,8.7,8.307,7.491,,,,,,,,,,,,,,,,5.66,,2.46,0.405,,,1.32,,,,,,,,,Post- AGB
,12.092,10.228,8.262,,,,,,,,,,,,,,,,6.84,,20.3,10.3,,,11,,,,,,,,,Post- AGB
,10.319,9.844,9.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post- AGB
,10.062,9.122,8.573,,,,,,,,,,,,,,,,1.04,,27.6,29.5,,,17.3,,,,,,,,,Post- AGB
,12.402,10.551,9.28,,,,,,,,,,,,,,,,3.23,,15.3,7.96,,,15.2,,,,,,,,,Post- AGB
,13.741,13.19,12.804,,,,,,,,,,,,0.00366,0.00286,0.00262,0.00262,,,0.003632,,,,,,,,,,,,,Post- AGB
,15.559,15.012,14.533,,,,,,,,,,,,0.000556,0.000409,0.000407,0.00164,,,0.0071155,,0.04568,,,,,,,,,,,Post- AGB
,14.331,13.931,13.817,,,,,,,,,,,,0.00235,0.00339,0.00556,0.0137,,,0.021485,,,,,,,,,,,,,Post- AGB
,14.685,14.068,13.37,,,,,,,,,,,,,0.000884,0.000786,0.00106,,,0.0012825,,,,,,,,,,,,,Post- AGB
,15.881,14.928,14.297,,,,,,,,,,,,,0.000815,0.00148,0.00855,,,0.010076,,0.2844,,,,,,,,,,,Post- AGB
,13.54,12.779,12.325,,,,,,,,,,,,0.00716,0.00666,0.00688,0.008,,,0.0095375,,,,,,,,,,,,,Post- AGB
,15.62,14.946,14.464,,,,,,,,,,,,,0.000549,0.000931,0.005,,,0.00879,,,,,,,,,,,,,Post- AGB
,15.08,14.391,13.964,,,,,,,,,,,,,0.000601,0.000615,0.0013,,,0.0034965,,,,,,,,,,,,,Post- AGB
,13.715,12.581,12.245,,,,,,,,,,,,0.00486,0.00364,0.00351,0.00539,,,0.0059495,,,,,,,,,,,,,Post- AGB
,16.563,15.913,15.461,,,,,,,,,,,,,0.000234,0.000326,0.00111,,,0.0024345,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,0.000868,0.002,,,0.0070525,,0.1551,,,,,,,,,,,Post- AGB
,16.518,15.105,13.49,,,,,,,,,,,,0.00838,0.0142,0.0176,0.0212,,,0.019375,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000294,0.000194,0.000281,0.0011,,,0.0026295,,0.05712,,,,,,,,,,,Post- AGB
,14.774,13.984,13.386,,,,,,,,,,,,0.0045,0.00708,0.0112,0.0249,,,0.097105,,0.5576,,,,,,,,,,,Post- AGB
,15.001,14.254,13.816,,,,,,,,,,,,,0.000598,0.000602,0.00154,,,0.003429,,,,,,,,,,,,,Post- AGB
,15.205,14.509,14.012,,,,,,,,,,,,,0.000488,0.000356,0.000651,,,0.0007625,,,,,,,,,,,,,Post- AGB
,12.613,11.704,11.376,,,,,,,,,,,,0.00821,0.00472,0.0037,0.00256,,,0.0010455,,,,,,,,,,,,,Post- AGB
,12.573,11.668,11.376,,,,,,,,,,,,0.00899,0.00531,0.00415,0.00311,,,0.001358,,,,,,,,,,,,,Post- AGB
,15.822,15.067,14.722,,,,,,,,,,,,0.000904,0.00122,0.00234,0.00418,,,0.021145,,,,,,,,,,,,,Post- AGB
,12.49,11.49,11.143,,,,,,,,,,,,0.0124,0.00728,0.00595,0.00475,,,0.003176,,,,,,,,,,,,,Post- AGB
,14.876,14.188,13.688,,,,,,,,,,,,0.00203,0.00246,0.00299,0.00355,,,0.0091965,,,,,,,,,,,,,Post- AGB
,15.507,15.242,14.096,,,,,,,,,,,,0.00304,0.00436,0.0104,0.0318,,,0.18015,,0.03886,,,,,,,,,,,Post- AGB
,13.887,13.461,13.445,,,,,,,,,,,,0.00136,0.000905,0.000627,0.000507,,,0.001502,,,,,,,,,,,,,Post- AGB
,16.424,15.902,15.382,,,,,,,,,,,,0.000305,,0.000281,0.00148,,,0.0052115,,0.05882,,,,,,,,,,,Post- AGB
,13.602,13.053,12.933,,,,,,,,,,,,0.00199,0.00147,0.000875,0.00103,,,0.0012665,,,,,,,,,,,,,Post- AGB
,12.424,11.503,11.202,,,,,,,,,,,,0.0106,0.0065,0.0048,0.00353,,,0.0014505,,,,,,,,,,,,,Post- AGB
,13.317,12.367,12.123,,,,,,,,,,,,0.00512,0.00385,0.00322,0.00271,,,0.001119,,,,,,,,,,,,,Post- AGB
,14.544,14.611,14.667,,,,,,,,,,,,0.00042,0.000284,0.000227,0.000314,,,0.002857,,,,,,,,,,,,,Post- AGB
,12.366,11.397,11.083,,,,,,,,,,,,0.0143,0.00878,0.00637,0.00561,,,0.0031585,,,,,,,,,,,,,Post- AGB
,12.362,11.414,11.134,,,,,,,,,,,,0.0121,0.00769,0.00564,0.00467,,,0.0029795,,,,,,,,,,,,,Post- AGB
,12.459,11.58,11.312,,,,,,,,,,,,0.0106,0.00741,0.00625,0.011,,,0.013225,,,,,,,,,,,,,Post- AGB
,12.572,11.626,11.338,,,,,,,,,,,,0.00996,0.00671,0.00524,0.00411,,,0.001743,,,,,,,,,,,,,Post- AGB
,12.894,12.117,11.938,,,,,,,,,,,,0.00522,0.00303,0.00209,0.00121,,,0.0012635,,,,,,,,,,,,,Post- AGB
,12.513,11.549,11.264,,,,,,,,,,,,0.0118,0.00696,0.00535,0.0041,,,0.0018305,,,,,,,,,,,,,Post- AGB
,12.264,11.348,11.014,,,,,,,,,,,,0.0131,0.00724,0.00579,0.0039,,,0.001786,,,,,,,,,,,,,Post- AGB
,14.668,14.409,14.015,,,,,,,,,,,,0.00337,0.00504,0.00723,0.0117,,,0.011045,,,,,,,,,,,,,Post- AGB
,16.241,16.269,16.458,,,,,,,,,,,,0.000107,0.000079,0.00008,0.000154,,,0.005089,,,,,,,,,,,,,Post- AGB
,15.543,15.346,15.052,,,,,,,,,,,,0.000409,0.000319,0.000267,0.000205,,,0.001678,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00572,0.00337,0.00232,0.00178,,,0.0009175,,,,,,,,,,,,,Post- AGB
,11.895,10.896,10.157,,,,,,,,,,,,0.117,0.0991,0.0812,0.0863,,,0.08983,,,,,,,,,,,,,Post- AGB
,14.345,14.384,14.356,,,,,,,,,,,,0.000491,0.00033,0.000206,0.000156,,,0.0014365,,,,,,,,,,,,,Post- AGB
,16.523,15.845,15.528,,,,,,,,,,,,,,0.000422,0.00183,,,0.008212,,0.1104,,,,,,,,,,,Post- AGB
,13.17,12.754,12.698,,,,,,,,,,,,0.00267,0.00168,0.00114,0.00122,,,0.0013095,,,,,,,,,,,,,Post- AGB
,12.247,10.941,10.1,,,,,,,,,,,,0.0447,0.0263,0.0164,0.0154,,,0.006281,,,,,,,,,,,,,Post- AGB
,13.771,13.102,12.226,,,,,,,,,,,,0.0136,0.015,0.0145,0.0137,,,0.040955,,,,,,,,,,,,,Post- AGB
,13.96,14.074,14.036,,,,,,,,,,,,0.000662,0.000423,0.000265,0.000192,,,0.002193,,,,,,,,,,,,,Post- AGB
,12.745,11.858,11.577,,,,,,,,,,,,0.00831,0.00636,0.00536,0.0075,,,0.0032045,,,,,,,,,,,,,Post- AGB
,16.832,16.664,,,,,,,,,,,,,0.000087,0.000058,,0.000119,,,0.0009625,,,,,,,,,,,,,Post- AGB
,16.171,15.373,14.453,,,,,,,,,,,,0.00291,0.00292,0.0145,0.0443,,,0.9139,,1.806,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0224,0.0286,0.0331,0.0391,,,0.031065,,,,,,,,,,,,,Post- AGB
,16.121,15.777,14.705,,,,,,,,,,,,0.00281,0.00419,0.00564,0.00808,,,0.007923,,,,,,,,,,,,,Post- AGB
,15.154,15.179,15.345,,,,,,,,,,,,0.000238,0.00015,0.00007,0.00009,,,0.001016,,,,,,,,,,,,,Post- AGB
,16.568,16.727,,,,,,,,,,,,,0.00015,0.000106,0.000113,0.000277,,,0.002407,,,,,,,,,,,,,Post- AGB
,16.476,16.145,14.882,,,,,,,,,,,,0.00151,0.00218,0.00273,0.0068,,,0.015015,,,,,,,,,,,,,Post- AGB
,12.336,11.434,11.088,,,,,,,,,,,,0.0122,0.00736,0.00586,0.0049,,,0.002725,,,,,,,,,,,,,Post- AGB
,12.53,11.515,11.185,,,,,,,,,,,,0.0123,0.00763,0.00643,0.00621,,,0.004309,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.01405,0.0416,0.08372,0.137,,,0.12155,,,,,,,,,,,,,Post- AGB
,14.969,14.331,13.999,,,,,,,,,,,,,,0.00252,0.00573,,,0.020485,,0.2641,,,,,,,,,,,Post- AGB
,12.72,11.768,11.517,,,,,,,,,,,,0.00908,0.00695,0.00553,0.00463,,,0.0022425,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000708,0.00141,0.00254,0.00341,,,0.04401,,0.5043,,,,,,,,,,,Post- AGB
,,,12.92,,,,,,,,,,,,0.0201,0.029,0.0389,0.0463,,,0.081225,,0.2123,,,,,,,,,,,Post- AGB
,15.248,15.319,15.418,,,,,,,,,,,,0.0002,0.000131,0.000079,0.00011,,,0.00421,,,,,,,,,,,,,Post- AGB
,15.627,15.472,15.221,,,,,,,,,,,,0.000313,0.000229,0.00024,0.000092,,,0.0013285,,,,,,,,,,,,,Post- AGB
,15.143,14.654,13.881,,,,,,,,,,,,0.00278,0.00309,0.00304,0.0026,,,0.0010565,,,,,,,,,,,,,Post- AGB
,12.279,11.36,11.038,,,,,,,,,,,,0.0139,0.00885,0.0066,0.00521,,,0.002689,,,,,,,,,,,,,Post- AGB
,15.93,14.871,13.825,,,,,,,,,,,,0.00536,0.00752,0.0132,0.0239,,,0.039935,,,,,,,,,,,,,Post- AGB
,11.676,10.88,10.581,,,,,,,,,,,,0.028,0.0234,0.0224,0.0212,,,0.015785,,,,,,,,,,,,,Post- AGB
,12.657,10.853,9.431,,,,,,,,,,,,0.257,0.288,0.339,0.34,,,0.17985,,,,,,,,,,,,,Post- AGB
,12.677,11.819,11.56,,,,,,,,,,,,0.00802,0.00463,0.00342,0.0026,,,0.0016865,,,,,,,,,,,,,Post- AGB
,16.719,15.992,15.514,,,,,,,,,,,,0.00105,0.000763,0.00473,0.0111,,,0.13345,,,,,,,,,,,,,Post- AGB
,12.052,11.006,10.619,,,,,,,,,,,,0.0211,0.0127,0.0094,0.00652,,,0.0027245,,,,,,,,,,,,,Post- AGB
,11.835,10.641,9.947,,,,,,,,,,,,0.0645,0.0336,0.0218,0.0206,,,0.0182,,,,,,,,,,,,,Post- AGB
,16.018,16.115,15.964,,,,,,,,,,,,0.000118,0.0001,,0.000171,,,0.0010995,,,,,,,,,,,,,Post- AGB
,12.603,11.676,11.407,,,,,,,,,,,,0.00843,0.00482,0.00345,0.00214,,,0.0009725,,,,,,,,,,,,,Post- AGB
,15.615,15.614,15.591,,,,,,,,,,,,0.000258,0.000233,0.00026,0.000574,,,0.029055,,,,,,,,,,,,,Post- AGB
,15.69,15.444,14.391,,,,,,,,,,,,0.00373,0.00747,0.0176,0.0482,,,0.35675,,,,,,,,,,,,,Post- AGB
,,15.199,,,,,,,,,,,,,0.000208,0.000133,0.000123,0.000146,,,0.007669,,,,,,,,,,,,,Post- AGB
,15.054,15.149,14.978,,,,,,,,,,,,0.000252,0.000204,0.000203,0.000216,,,0.0047405,,,,,,,,,,,,,Post- AGB
,15.163,15.192,15.315,,,,,,,,,,,,0.000214,0.000139,0.000096,0.00012,,,0.001478,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,0.000524,0.00108,,,0.0016115,,,,,,,,,,,,,Post- AGB
,16.845,15.655,14.628,,,,,,,,,,,,,0.00499,0.0164,0.0355,,,0.42535,,6.886,,,,,,,,,,,Post- AGB
,12.389,11.438,11.15,,,,,,,,,,,,0.0128,0.00831,0.00629,0.00472,,,0.00222,,,,,,,,,,,,,Post- AGB
,12.752,11.835,11.61,,,,,,,,,,,,0.00852,0.00578,0.00464,0.00356,,,0.0016485,,,,,,,,,,,,,Post- AGB
,14.828,12.772,11.077,,,,,,,,,,,,0.104,0.122,0.15,0.131,,,0.067115,,,,,,,,,,,,,Post- AGB
,15.052,13.779,12.936,,,,,,,,,,,,0.01,0.0102,0.0111,0.0135,,,0.0092235,,,,,,,,,,,,,Post- AGB
,12.688,11.674,11.298,,,,,,,,,,,,0.0108,0.00675,0.00528,0.00427,,,0.002355,,,,,,,,,,,,,Post- AGB
,,16.02,13.936,,,,,,,,,,,,0.0185,0.0576,0.14,0.299,,,0.4895,,0.1081,,,,,,,,,,,Post- AGB
,16.027,16.076,16.239,,,,,,,,,,,,0.0001,0.000069,,0.000125,,,0.0041705,,,,,,,,,,,,,Post- AGB
,14.347,14.048,13.93,,,,,,,,,,,,0.000989,0.000846,0.00328,0.0254,,,0.12845,,0.05232,,,,,,,,,,,Post- AGB
,15.581,15.575,15.63,,,,,,,,,,,,0.000168,0.000112,,0.000201,,,0.019415,,,,,,,,,,,,,Post- AGB
,13.763,12.801,12.42,,,,,,,,,,,,0.00632,0.00581,0.00517,0.00453,,,0.002593,,,,,,,,,,,,,Post- AGB
,16.952,16.2,15.005,,,,,,,,,,,,0.00378,0.00678,0.00939,0.0101,,,0.040785,,,,,,,,,,,,,Post- AGB
,13.055,12.054,11.72,,,,,,,,,,,,0.00806,0.00524,0.00422,0.00411,,,0.0023365,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00138,0.0083,0.0209,,,0.34505,,2.366,,,,,,,,,,,Post- AGB
,,14.506,12.52,,,,,,,,,,,,0.0213,0.0292,0.0365,0.0397,,,0.032245,,,,,,,,,,,,,Post- AGB
,16.614,15.9,15.295,,,,,,,,,,,,0.000917,0.00094,0.00321,0.00725,,,0.05547,,,,,,,,,,,,,Post- AGB
,17.082,16.214,15.471,,,,,,,,,,,,,0.000725,0.00527,0.013,,,0.24765,,2.234,,,,,,,,,,,Post- AGB
,14.033,14.075,14.084,,,,,,,,,,,,0.000618,0.000409,0.000254,0.000171,,,0.007681,,,,,,,,,,,,,Post- AGB
,10.682,9.634,8.971,,,,,,,,,,,,0.1157,0.1165,0.0945,0.08105,,,0.046735,,,,,,,,,,,,,Post- AGB
,14.143,13.547,13.09,,,,,,,,,,,,0.00546,0.00626,0.00686,0.00903,,,0.0075675,,,,,,,,,,,,,Post- AGB
,17.085,17.086,16.768,,,,,,,,,,,,0.000119,0.000119,0.000263,0.00073,,,0.006412,,,,,,,,,,,,,Post- AGB
,14.861,14.896,14.926,,,,,,,,,,,,0.000235,0.000185,0.00015,0.000117,,,0.0010335,,,,,,,,,,,,,Post- AGB
,13.773,12.867,12.715,,,,,,,,,,,,0.00345,0.00312,0.00323,0.00601,,,0.005288,,,,,,,,,,,,,Post- AGB
,15.891,15.922,15.697,,,,,,,,,,,,0.000217,0.000157,0.000409,0.000868,,,0.0019025,,,,,,,,,,,,,Post- AGB
,16.125,15.419,14.876,,,,,,,,,,,,,0.00111,0.00668,0.0164,,,0.083045,,1.077,,,,,,,,,,,Post- AGB
,14.519,14.045,13.099,,,,,,,,,,,,0.0111,0.0157,0.0194,0.0257,,,0.02063,,,,,,,,,,,,,Post- AGB
,17.167,17.135,,,,,,,,,,,,,0.000049,0.000037,,0.00026,,,0.001271,,,,,,,,,,,,,Post- AGB
,16.94,16.145,14.886,,,,,,,,,,,,0.00203,0.004,0.0091,0.0169,,,0.3707,,2.748,,,,,,,,,,,Post- AGB
,14.218,14.148,14.012,,,,,,,,,,,,0.000798,0.000635,0.000476,0.00036,,,0.002409,,,,,,,,,,,,,Post- AGB
,15.602,15.331,14.944,,,,,,,,,,,,0.00117,0.000964,0.00499,0.0131,,,0.08111,,,,,,,,,,,,,Post- AGB
